Technology type,Technology general name,Technology specific name,Target sector,Lifetime,Lifetime min,Lifetime max,Applicable geographic area,Year,Source,Capital cost marginal,Capital cost marginal min,Capital cost marginal max,Capital cost fixed,Capital cost fixed min,Capital cost fixed max,Installation cost,Installation cost min,Installation cost max,Operation cost,Operation cost min,Operation cost max,Operation cost per kW,Operation cost per kW min,Operation cost per kW max,Maintenance cost,Maintenance cost min,Maintenance cost max,OM cost,OM cost min,OM cost max,OM cost per kW,OM cost per kW min,OM cost per kW max,OM cost per kWh,OM cost per kWh min,OM cost per kWh max,Original currency,Assumed currency conversion rate,Output type,Fuel type,Prime mover,Emissions control type,Additional operational control type,Capacity,Capacity min,Capacity max,Efficiency,Efficiency min,Efficiency max,Electrical efficiency,Electrical efficiency min,Electrical efficiency max,Thermal efficiency,Thermal efficiency min,Thermal efficiency max,Heat to power ratio,Heat to power ratio min,Heat to power ratio max,Load factor,Load factor min,Load factor max,Power density,Power density min,Power density max,Area,Area min,Area max,Type of energy stored,Volumetric storage capacity,Volumetric storage capacity min,Volumetric storage capacity max,Energy storage capacity,Energy storage capacity min,Energy storage capacity max,Max charge rate,Max charge rate min,Max charge rate max,Max discharge rate,Max discharge rate min,Max discharge rate max,Charging efficiency,Charging efficiency min,Charging efficiency max,Discharging efficiency,Discharging efficiency min,Discharging efficiency max,Min state of charge,Min state of charge min,Min state of charge max,Loss rate,Loss rate min,Loss rate max,Lifetime cycles,Lifetime cycles min,Lifetime cycles max,Additional property 1 name,Additional property 1 value,Additional property 1 units,Additional property 2 name,Additional property 2 value,Additional property 2 units,Additional property 3 name,Additional property 3 value,Additional property 3 units,Additional property 4 name,Additional property 4 value,Additional property 4 units,Additional property 5 name,Additional property 5 value,Additional property 5 units,Comment
Energy conversion technology,Natural gas boiler,,Small - Industrial,15,,,,,"Radov, D., Klevnaes, P, Hanif, A., Abu-Ebid, M, Barker, N., Stambaugh, J. 2009. The UK Supply Curve for Renewable Heat NERA Economic Consulting and AEA Consulting. Study for the Department of Energy and Climate Change. http://www.rhincentive.co.uk/library/regulation/0907Heat_Supply_Curve.pdf",,44.6382,96.7161,,,,,4463.82,96716.1,,,,,0,,,,,,,,,,,,,,GBP,1.48794,Heat,Natural Gas,,,,,96,1000,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Gas turbine,,,,,,,,"Goldstein, L., Hedman, B., Knowles, D., Freedman, S.I., Woods, R., Schweizer, T. 2003. Gas-Fired Distributed Energy Resource Technology Characterizations. Gas Research Institute. National Renewable Energy Laboratory. Report for the U.S. Department of Energy дус Office of Energy Efficiency and Renewabl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Biomass boiler,,Large - Commercial,15,,,,,"Radov, D., Klevnaes, P, Hanif, A., Abu-Ebid, M, Barker, N., Stambaugh, J. 2009. The UK Supply Curve for Renewable Heat NERA Economic Consulting and AEA Consulting. Study for the Department of Energy and Climate Change. http://www.rhincentive.co.uk/library/regulation/0907Heat_Supply_Curve.pdf",,471.677,629.399,,,,,165161,1008820,,,,,23.807,31.2467,,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,350,1600,81,,,,,,,,,,,,,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Biomass boiler,,Domestic,,,,,2011,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,12440.7,15205.3,,,,,,,,,,327.347,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Natural gas boiler,,Domestic,15,,,,,Poeyry. 2009. The Potential and Costs of District Heating Networks. Poeyry. A report to the Department of Energy and Climate Change.  http://www.poyry.co.uk/sites/www.poyry.uk/files A_report_providing_a_technical_analysis_and_costing_of_DH_networks.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,1.48794,Heat,Natural Gas,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,Reciprocating engine - Nigata 26,,,,,,,"Kristensen, P.G., Jensen, J.K., Nielsen, M.,  Illerup, J.B. 2002. Emission factors for gas-fires CHP units &lt; 25MW. Technical Report. Danish Gas Technology Centre. National Energy Research Institute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Biomass boiler,,Domestic,,,,,2015,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,11533,14096.7,,,,,,,,,,327.347,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Biomass boiler,,Domestic,,,,,2020,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,10461.7,12787.4,,,,,,,,,,327.347,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Steam turbine,,,,,,,,United States Environmental Protection Agency. 2008. Catalog of CHP Technologies. USEPA. http://www.epa.gov/chp/technologies.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,Reciprocating engine - MAN B&amp;W,,,,,,,"Kristensen, P.G., Jensen, J.K., Nielsen, M.,  Illerup, J.B. 2002. Emission factors for gas-fires CHP units &lt; 25MW. Technical Report. Danish Gas Technology Centre. National Energy Research Institute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,CCGT,,,,,,,,"Allison, JE. and Lents, J. 2002. Encouraging distributed generation of power that improves air quality: can we have our cake and eat it too?. Energy Policy. 30. 9. 737 дус 752.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Biomass boiler,Biomass boiler - DH boiler,Small - Industrial,35,,,,,"Radov, D., Klevnaes, P, Hanif, A., Abu-Ebid, M, Barker, N., Stambaugh, J. 2009. The UK Supply Curve for Renewable Heat NERA Economic Consulting and AEA Consulting. Study for the Department of Energy and Climate Change. http://www.rhincentive.co.uk/library/regulation/0907Heat_Supply_Curve.pdf",,944.842,1859.93,,,,,95228.2,651718,,,,,23.807,46.1261,,,,,,,,,,,,,GBP,1.48794,Heat,Biomass,,,,,100,350,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,Reciprocating engine - Wartsila Other,,,,,,,"Nielsen, M., Illerup, J.B. &amp; Birr-Petersen, K. 2008. Revised emission factors for gas engines including start/stop emissions. Sub-report 3 (NERI). National Environmental Research Institute, University of Aarhus. 69 pp. - NERI Technical Report No. 672. http://www.dmu.dk/Pub/FR672.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Electric heater,,Commercial,15,,,,,Poeyry. 2009. The Potential and Costs of District Heating Networks. Poeyry. A report to the Department of Energy and Climate Change.  http://www.poyry.co.uk/sites/www.poyry.uk/files A_report_providing_a_technical_analysis_and_costing_of_DH_networks.pdf,328.835,,,,,,,,,,,,16.3673,,,,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Biomass boiler,,Non-domestic,,,,,2013,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,610.055,610.055,,,,,,,,,,1309.39,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Wind turbine,Wind turbine - Micro,,,,,,2009,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",2478.91,,,,3718.36,4338.83,,,,,,,,,,163.673,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lower fixed cost for new build is due to the fact that the equipment is already on site for the building construction
Energy conversion technology,Fuel cell,Fuel cell - High Temperature,,,,,,,"Rodriguez, M., Carreras-Sospedra, M., Medrano, M., Brouwer, J., Samuelsen, G., Dabdub, D. 2006. Air quality impacts of distributed power generation in the south coast air basin of California 1: Scenario development and modeling analysis. Atmospheric Environment. 40. 28. 5508 дус 5521.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Air source heat pump,,Small - Industrial,20,,,,,"Radov, D., Klevnaes, P, Hanif, A., Abu-Ebid, M, Barker, N., Stambaugh, J. 2009. The UK Supply Curve for Renewable Heat NERA Economic Consulting and AEA Consulting. Study for the Department of Energy and Climate Change. http://www.rhincentive.co.uk/library/regulation/0907Heat_Supply_Curve.pdf",907.643,,,,,,272293,,,,,,1.48794,,,,,,,,,,,,,,,GBP,1.48794,Heat,,,,,300,,,400,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,Reciprocating engine - Lean - 1MW,,,,,,,"Energy and Environmental Analysis, Inc. 2004. Distributed Energy Resources Emissions Survey and Technology Characterizations. Technical Report. Electricity Innovation Institute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,1000,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,Reciprocating engine - Jenbacher 300,,,,,,,"Nielsen, M., Illerup, J.B. &amp; Birr-Petersen, K. 2008. Revised emission factors for gas engines including start/stop emissions. Sub-report 3 (NERI). National Environmental Research Institute, University of Aarhus. 69 pp. - NERI Technical Report No. 672. http://www.dmu.dk/Pub/FR672.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Solar thermal,,Small - Industrial,20,,,,,"Radov, D., Klevnaes, P, Hanif, A., Abu-Ebid, M, Barker, N., Stambaugh, J. 2009. The UK Supply Curve for Renewable Heat NERA Economic Consulting and AEA Consulting. Study for the Department of Energy and Climate Change. http://www.rhincentive.co.uk/library/regulation/0907Heat_Supply_Curve.pdf",,2380.7,,,,,,29758.8,,,,,,26.7829,,,,,,,,,,,,,,GBP,1.48794,Heat,Solar,,,,,12,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Biomass boiler,,Domestic,15,,,,,"Radov, D., Klevnaes, P, Hanif, A., Abu-Ebid, M, Barker, N., Stambaugh, J. 2009. The UK Supply Curve for Renewable Heat NERA Economic Consulting and AEA Consulting. Study for the Department of Energy and Climate Change. http://www.rhincentive.co.uk/library/regulation/0907Heat_Supply_Curve.pdf",,491.02,818.367,,,,,5951.76,16367.3,,,,,16.3673,26.7829,,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,12,20,85,,,,,,,,,,,,,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Microturbine,Microturbine - 70-100 kW,,,,,,,"Carreras-Sospedra, M, Dabdub, D., Brouwer, J., Knipping, E., Kumar, N., Darrow, K., Hampson, A., Hedman, B. 2008. Air quality impacts of distributed energy resources implemented in the northeastern United States. Journal of the Air and Waste Management Association. 58. 7. 902дус912.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,70,100,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Fuel cell,Fuel cell - Low Temperature,,,,,,,"Rodriguez, M., Carreras-Sospedra, M., Medrano, M., Brouwer, J., Samuelsen, G., Dabdub, D. 2006. Air quality impacts of distributed power generation in the south coast air basin of California 1: Scenario development and modeling analysis. Atmospheric Environment. 40. 28. 5508 дус 5521.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,,,,,,,,"Pehnt, M. 2008 Environmental impacts of distributed energy systems - The case of micro cogeneration. Environmental Science and Policy. 11. 1. 25 дус 37.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Solar PV,,Non-Domestic,,,,,2030,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,8758.72,9731.91,,,,,,,,,,1427.35,,,,,,,,,,,,GBP,6.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - 50 kW
Energy conversion technology,Wind turbine,Wind turbine - Micro,,,,,,2013,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",1929.86,,,,2894.04,3376.14,,,,,,,,,,163.673,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lower fixed cost for new build is due to the fact that the equipment is already on site for the building construction
Energy conversion technology,Electric heater,,Domestic,,,,,2015,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,2231.91,2975.88,,,,,,,,,,65.4694,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,CCGT,CCGT - Large,,,,,,,Regulatory Assistance Project.  2001. Model Regulations for the Output of Specified Air Emissions from Smaller-scale Electric Generation Resources.  Model Rule and Technical Support Documents. Regulatory Assistance Project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Biomass boiler,Biomass boiler - DH boiler,Domestic,35,,,,,"Radov, D., Klevnaes, P, Hanif, A., Abu-Ebid, M, Barker, N., Stambaugh, J. 2009. The UK Supply Curve for Renewable Heat NERA Economic Consulting and AEA Consulting. Study for the Department of Energy and Climate Change. http://www.rhincentive.co.uk/library/regulation/0907Heat_Supply_Curve.pdf",,944.842,2306.31,,,,,1133810,2767570,,,,,23.807,58.0297,,,,,,,,,,,,,GBP,1.48794,Heat,Biomass,,,,,1200,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Air source heat pump,,Commercial,20,,,,,Poeyry. 2009. The Potential and Costs of District Heating Networks. Poeyry. A report to the Department of Energy and Climate Change.  http://www.poyry.co.uk/sites/www.poyry.uk/files A_report_providing_a_technical_analysis_and_costing_of_DH_networks.pdf,892.764,,,,,,,,,,,,13.3915,,,,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Space heating
Energy conversion technology,Ground source heat pump,,Commercial,20,,,,,Poeyry. 2009. The Potential and Costs of District Heating Networks. Poeyry. A report to the Department of Energy and Climate Change.  http://www.poyry.co.uk/sites/www.poyry.uk/files A_report_providing_a_technical_analysis_and_costing_of_DH_networks.pdf,,1487.94,,,,,,,,,,,,13.3915,,,,,,,,,,,,,,GBP,1.48794,Heat,Electricity,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Fuel cell,Fuel cell - Molten Carbonate,,,,,,,"Elgowainy, A., Wang, M., Han, J. 2010. Life-cycle analysis of criteria pollutant emissions from stationary fuel cell systems with the greet model. Argonne National Laboratory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,Reciprocating engine - Lean Burn,,,,,,,"Greene, N. and Hammerschlag, R. 2000. Small and clean is beautiful: Exploring the emissions of distributed generation and pollution prevention policies. The Electricity Journal. 13. 5. 50дус60.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,,,,,,,,"Rodriguez, M., Carreras-Sospedra, M., Medrano, M., Brouwer, J., Samuelsen, G., Dabdub, D. 2006. Air quality impacts of distributed power generation in the south coast air basin of California 1: Scenario development and modeling analysis. Atmospheric Environment. 40. 28. 5508 дус 5521.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,Reciprocating engine - Wartsila,,,,,,,"Kristensen, P.G., Jensen, J.K., Nielsen, M.,  Illerup, J.B. 2002. Emission factors for gas-fires CHP units &lt; 25MW. Technical Report. Danish Gas Technology Centre. National Energy Research Institute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Wind turbine,Wind turbine - Medium,,,,,,2050,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",2975.88,,,,,,,,,,,,,,,654.694,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Wind turbine,Wind turbine - Medium,,,,,,2020,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",3273.47,,,,,,,,,,,,,,,654.694,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Wind turbine,Wind turbine - Small,,,,,,2020,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",1691.79,,,,11903.5,14879.4,,,,,,,,,,327.347,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Ground source heat pump,,Large - Commercial,20,,,,,"Radov, D., Klevnaes, P, Hanif, A., Abu-Ebid, M, Barker, N., Stambaugh, J. 2009. The UK Supply Curve for Renewable Heat NERA Economic Consulting and AEA Consulting. Study for the Department of Energy and Climate Change. http://www.rhincentive.co.uk/library/regulation/0907Heat_Supply_Curve.pdf",,2098,2270.6,,,,,629399,681476,,,,1.48794,,,,,,,,,,,,,,,GBP,1.48794,Heat,,,,,300,,,,360,425,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Natural gas boiler,,Small - Commercial,15,,,,,"Radov, D., Klevnaes, P, Hanif, A., Abu-Ebid, M, Barker, N., Stambaugh, J. 2009. The UK Supply Curve for Renewable Heat NERA Economic Consulting and AEA Consulting. Study for the Department of Energy and Climate Change. http://www.rhincentive.co.uk/library/regulation/0907Heat_Supply_Curve.pdf",,138.378,,,,,,7439.7,25295,,,,,4.46382,,,,,,,,,,,,,,GBP,1.48794,Heat,Natural Gas,,,,,50,180,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Air source heat pump,,Domestic,,,,,2040,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",185.992,,,,5207.79,5951.76,,,,,,,,,,65.4694,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,,,,,,,,"Canova, A., Chicco, G., Genon, G., Mancarella, P. 2008. Emission characterization and evaluation of natural gas-fueled cogeneration microturbines and internal combustion engines. Energy Conversion and Management. 49. 10. 2900 дус 2909.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Reciprocating engine,Reciprocating engine - Biogas driven Reciprocating Engine CHP plants,,20,,,,,"(Department of Energy and Climate Change. 2003. Digest of United Kingdom Energy Statistics (DUKES). https://www.gov.uk/government/statistics/digest-of-united-kingdom-energy-statistics-dukes-2013-printed-version-excluding-cover-pages; DTI ,2003)",1487.94,,,,,,,,,,,,,,,,,,,,,0.639814,,,0.00669573,,,GBP,1.48794,CHP,Biomass,,,,,,,65,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AF and efficiency from (DUKES, 2003; Table 6D). Cost data from DTI (2003)"
Energy conversion technology,Electric heater,,Domestic,,,,,2020,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,,,,2231.91,2975.88,,,,,,,,,,65.4694,,,,,,,,,,,,GBP,1.48794,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Fuel cell,Fuel cell - High Temperature,,,,,,,"Medrano, M., Brouwer, J., Carreras-Sospedra, M., Rodriguez, M., Dabdub, D., Samuelsen, G. 2008. A methodology for developing distributed generation scenarios in urban areas using geographical information systems. International Journal of Energy Technology and Policy. 6. 4. 2008. 413дус 434.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Solar PV,,Domestic,,,,,2020,"Element Energy. 2008. The growth potential for Microgeneration in England, Wales, and Scotland.  Final Appendix. Report for the Microgeneration Council. http://webarchive.nationalarchives.gov.uk/20090224142727/berr.gov.uk/whatwedo/energy/sources/sustainable/microgeneration/research/page38208.html",,2617.29,2956.54,,2231.91,2975.88,,,,,,,,,,163.673,,,,,,,,,,,,GBP,1.48794,Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy conversion technology,Microturbine,,,,,,,,"Greene, N. and Hammerschlag, R. 2000. Small and clean is beautiful: Exploring the emissions of distributed generation and pollution prevention policies. The Electricity Journal. 13. 5. 50дус60.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHP,,,Unknown,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
